id,1A,1B,2
EF100670,NA-NA,NA-NA,NA-NA
DQ788612,NA-NA,NA-NA,NA-NA
DQ788611,NA-NA,NA-NA,NA-NA
DQ788610,NA-NA,NA-NA,NA-NA
DQ788609,NA-NA,NA-NA,NA-NA
DQ788608,NA-NA,NA-NA,NA-NA
DQ788607,NA-NA,NA-NA,NA-NA
DQ788606,NA-NA,NA-NA,NA-NA
DQ788605,NA-NA,NA-NA,NA-NA
DQ788604,NA-NA,NA-NA,NA-NA
DQ788603,NA-NA,NA-NA,NA-NA
DQ788602,NA-NA,NA-NA,NA-NA
DQ788601,NA-NA,NA-NA,NA-NA
DQ788600,NA-NA,NA-NA,NA-NA
DQ788599,NA-NA,NA-NA,NA-NA
DQ788598,NA-NA,NA-NA,NA-NA
DQ788597,NA-NA,NA-NA,NA-NA
DQ788596,NA-NA,NA-NA,NA-NA
DQ788595,NA-NA,NA-NA,NA-NA
DQ788594,NA-NA,NA-NA,NA-NA
DQ788593,NA-NA,NA-NA,NA-NA
DQ788592,NA-NA,NA-NA,NA-NA
DQ788591,NA-NA,NA-NA,NA-NA
DQ788590,NA-NA,NA-NA,NA-NA
KU973899,NA-NA,NA-NA,NA-NA
KU973898,NA-NA,NA-NA,NA-NA
KU973897,NA-NA,NA-NA,NA-NA
KU973896,NA-NA,NA-NA,NA-NA
KU973895,NA-NA,NA-NA,NA-NA
KU973894,NA-NA,NA-NA,NA-NA
KT224358,NA-NA,2302-3838,NA-NA
KU318568,NA-NA,NA-NA,NA-NA
KU318567,NA-NA,NA-NA,NA-NA
KU318566,NA-NA,NA-NA,NA-NA
KU318565,NA-NA,NA-NA,NA-NA
KU318564,NA-NA,NA-NA,NA-NA
KU318563,NA-NA,NA-NA,NA-NA
KU318562,NA-NA,NA-NA,NA-NA
KU318561,NA-NA,NA-NA,NA-NA
KU318560,NA-NA,NA-NA,NA-NA
KU318559,NA-NA,NA-NA,NA-NA
KU318558,NA-NA,NA-NA,NA-NA
KU318557,NA-NA,NA-NA,NA-NA
KU318556,NA-NA,NA-NA,NA-NA
KU318555,NA-NA,NA-NA,NA-NA
KU318554,NA-NA,NA-NA,NA-NA
KU318553,NA-NA,NA-NA,NA-NA
KU318552,NA-NA,NA-NA,NA-NA
KU318551,NA-NA,NA-NA,NA-NA
KU318550,NA-NA,NA-NA,NA-NA
KU318549,NA-NA,NA-NA,NA-NA
KU318548,NA-NA,NA-NA,NA-NA
KU318547,NA-NA,NA-NA,NA-NA
KU318546,NA-NA,NA-NA,NA-NA
KU318545,NA-NA,NA-NA,NA-NA
KU318544,NA-NA,NA-NA,NA-NA
KU318543,NA-NA,NA-NA,NA-NA
KU318542,NA-NA,NA-NA,NA-NA
KU318541,NA-NA,NA-NA,NA-NA
KU318540,NA-NA,NA-NA,NA-NA
KU318539,NA-NA,NA-NA,NA-NA
KU318538,NA-NA,NA-NA,NA-NA
KU318537,NA-NA,NA-NA,NA-NA
KU318536,NA-NA,NA-NA,NA-NA
KU318535,NA-NA,NA-NA,NA-NA
KU318534,NA-NA,NA-NA,NA-NA
KU318533,NA-NA,NA-NA,NA-NA
KU318532,NA-NA,NA-NA,NA-NA
KU318531,NA-NA,NA-NA,NA-NA
KU318530,NA-NA,NA-NA,NA-NA
KU318529,NA-NA,NA-NA,NA-NA
KU318528,NA-NA,NA-NA,NA-NA
KU318527,NA-NA,NA-NA,NA-NA
KU318526,NA-NA,NA-NA,NA-NA
KU318525,NA-NA,NA-NA,NA-NA
KU318524,NA-NA,NA-NA,NA-NA
KU318523,NA-NA,NA-NA,NA-NA
KU318522,NA-NA,NA-NA,NA-NA
KU318521,NA-NA,NA-NA,NA-NA
KU318520,NA-NA,NA-NA,NA-NA
KU318519,NA-NA,NA-NA,NA-NA
KU318518,NA-NA,NA-NA,NA-NA
KU318517,NA-NA,NA-NA,NA-NA
KU318516,NA-NA,NA-NA,NA-NA
KU318515,NA-NA,NA-NA,NA-NA
KU318514,NA-NA,NA-NA,NA-NA
KU318513,NA-NA,NA-NA,NA-NA
KU318512,NA-NA,NA-NA,NA-NA
KU318511,NA-NA,NA-NA,NA-NA
KU318510,NA-NA,NA-NA,NA-NA
KU318509,NA-NA,NA-NA,NA-NA
KU318508,NA-NA,NA-NA,NA-NA
KU318507,NA-NA,NA-NA,NA-NA
KU318506,NA-NA,NA-NA,NA-NA
KU318505,NA-NA,NA-NA,NA-NA
KU318504,NA-NA,NA-NA,NA-NA
KU318503,NA-NA,NA-NA,NA-NA
KU318502,NA-NA,NA-NA,NA-NA
KU318501,NA-NA,NA-NA,NA-NA
KU318500,NA-NA,NA-NA,NA-NA
KU318499,NA-NA,NA-NA,NA-NA
KU318498,NA-NA,NA-NA,NA-NA
KU318497,NA-NA,NA-NA,NA-NA
KU318496,NA-NA,NA-NA,NA-NA
KU318495,NA-NA,NA-NA,NA-NA
KU318494,NA-NA,NA-NA,NA-NA
KU318493,NA-NA,NA-NA,NA-NA
KU318492,NA-NA,NA-NA,NA-NA
KU318491,NA-NA,NA-NA,NA-NA
KU318490,NA-NA,NA-NA,NA-NA
KU318489,NA-NA,NA-NA,NA-NA
KU318488,NA-NA,NA-NA,NA-NA
KU318487,NA-NA,NA-NA,NA-NA
KU318486,NA-NA,NA-NA,NA-NA
KU318485,NA-NA,NA-NA,NA-NA
KU318484,NA-NA,NA-NA,NA-NA
KU318483,NA-NA,NA-NA,NA-NA
KU318482,NA-NA,NA-NA,NA-NA
KU318481,NA-NA,NA-NA,NA-NA
KU318480,NA-NA,NA-NA,NA-NA
KU318479,NA-NA,NA-NA,NA-NA
KU318478,NA-NA,NA-NA,NA-NA
KU318477,NA-NA,NA-NA,NA-NA
KU318476,NA-NA,NA-NA,NA-NA
KU318475,NA-NA,NA-NA,NA-NA
KU318474,NA-NA,NA-NA,NA-NA
KU318473,NA-NA,NA-NA,NA-NA
KU318472,NA-NA,NA-NA,NA-NA
KU318471,NA-NA,NA-NA,NA-NA
KU318470,NA-NA,NA-NA,NA-NA
KU318469,NA-NA,NA-NA,NA-NA
KU318468,NA-NA,NA-NA,NA-NA
KU318467,NA-NA,NA-NA,NA-NA
KU318466,NA-NA,NA-NA,NA-NA
KU318465,NA-NA,NA-NA,NA-NA
KU318464,NA-NA,NA-NA,NA-NA
KU318463,NA-NA,NA-NA,NA-NA
KU318462,NA-NA,NA-NA,NA-NA
KU318461,NA-NA,NA-NA,NA-NA
KU318460,NA-NA,NA-NA,NA-NA
KU318459,NA-NA,NA-NA,NA-NA
KU318458,NA-NA,NA-NA,NA-NA
KU318457,NA-NA,NA-NA,NA-NA
KU318456,NA-NA,NA-NA,NA-NA
KU318455,NA-NA,NA-NA,NA-NA
KU318454,NA-NA,NA-NA,NA-NA
KU508616,NA-NA,NA-NA,NA-NA
KU508615,NA-NA,NA-NA,NA-NA
KU508614,NA-NA,NA-NA,NA-NA
KU508613,NA-NA,NA-NA,NA-NA
KU508612,NA-NA,NA-NA,NA-NA
KU508611,NA-NA,NA-NA,NA-NA
KU508610,NA-NA,NA-NA,NA-NA
KU508609,NA-NA,NA-NA,NA-NA
KU508608,NA-NA,NA-NA,NA-NA
KU508607,NA-NA,NA-NA,NA-NA
KU318321,NA-NA,10-3850,NA-NA
KU318320,NA-NA,27-3867,NA-NA
KU318319,NA-NA,12-3852,NA-NA
KU318318,NA-NA,28-3871,NA-NA
KU318317,NA-NA,67-3907,NA-NA
KU318316,NA-NA,12-3861,NA-NA
KU318315,NA-NA,15-3858,NA-NA
KJ496050,0-282,NA-NA,NA-NA
KJ496045,0-276,NA-NA,NA-NA
KJ496027,0-282,NA-NA,NA-NA
KJ496026,0-282,NA-NA,NA-NA
KJ496022,0-282,NA-NA,NA-NA
KJ496019,0-282,NA-NA,NA-NA
KJ496017,0-282,NA-NA,NA-NA
KJ496015,0-282,NA-NA,NA-NA
KJ496012,0-282,NA-NA,NA-NA
KJ496011,0-282,NA-NA,NA-NA
KJ495996,1-721,NA-NA,NA-NA
KT440877,NA-NA,0-337,NA-NA
KT440876,NA-NA,0-336,NA-NA
KT440875,NA-NA,0-336,NA-NA
KT440874,NA-NA,0-336,NA-NA
KT440873,NA-NA,0-336,NA-NA
KT440872,NA-NA,0-336,NA-NA
KT440868,NA-NA,0-336,NA-NA
KT440861,NA-NA,0-336,NA-NA
KT440860,NA-NA,0-336,NA-NA
KT440857,NA-NA,0-336,NA-NA
KT003292,NA-NA,NA-NA,NA-NA
KT003291,NA-NA,NA-NA,NA-NA
KT852446,NA-NA,NA-NA,NA-NA
KT852439,NA-NA,NA-NA,NA-NA
KT852437,NA-NA,NA-NA,NA-NA
KT852436,NA-NA,NA-NA,NA-NA
KT852435,NA-NA,NA-NA,NA-NA
KT852434,NA-NA,NA-NA,NA-NA
KT852433,NA-NA,NA-NA,NA-NA
KT852432,NA-NA,NA-NA,NA-NA
KT852431,NA-NA,NA-NA,NA-NA
KT852430,NA-NA,NA-NA,NA-NA
KT852429,NA-NA,NA-NA,NA-NA
KT852428,NA-NA,NA-NA,NA-NA
KT852427,NA-NA,NA-NA,NA-NA
KT852426,NA-NA,NA-NA,NA-NA
KT852425,NA-NA,NA-NA,NA-NA
KT852424,NA-NA,NA-NA,NA-NA
KT852423,NA-NA,NA-NA,NA-NA
KT852422,NA-NA,NA-NA,NA-NA
KT852421,NA-NA,NA-NA,NA-NA
KT852420,NA-NA,NA-NA,NA-NA
KT852419,NA-NA,NA-NA,NA-NA
KT852418,NA-NA,NA-NA,NA-NA
KT852417,NA-NA,NA-NA,NA-NA
KT852416,NA-NA,NA-NA,NA-NA
KT852415,NA-NA,NA-NA,NA-NA
KT852414,NA-NA,NA-NA,NA-NA
KT852413,NA-NA,NA-NA,NA-NA
KT852412,NA-NA,NA-NA,NA-NA
KT852411,NA-NA,NA-NA,NA-NA
KT852410,NA-NA,NA-NA,NA-NA
KT852409,NA-NA,NA-NA,NA-NA
KT852408,NA-NA,NA-NA,NA-NA
KT852407,NA-NA,NA-NA,NA-NA
KT852406,NA-NA,NA-NA,NA-NA
KT852405,NA-NA,NA-NA,NA-NA
KT852404,NA-NA,NA-NA,NA-NA
KT852403,NA-NA,NA-NA,NA-NA
KT852402,NA-NA,NA-NA,NA-NA
KT852401,NA-NA,NA-NA,NA-NA
KT852400,NA-NA,NA-NA,NA-NA
KT852399,NA-NA,NA-NA,NA-NA
KT852398,NA-NA,NA-NA,NA-NA
KT852397,NA-NA,NA-NA,NA-NA
KT852396,NA-NA,NA-NA,NA-NA
KT852395,NA-NA,NA-NA,NA-NA
KT852394,NA-NA,NA-NA,NA-NA
KT852393,NA-NA,NA-NA,NA-NA
KT852392,NA-NA,NA-NA,NA-NA
KT852391,NA-NA,NA-NA,NA-NA
KT852390,NA-NA,NA-NA,NA-NA
KT852389,NA-NA,NA-NA,NA-NA
KT852388,NA-NA,NA-NA,NA-NA
KT852387,NA-NA,NA-NA,NA-NA
KT852386,NA-NA,NA-NA,NA-NA
KT852385,NA-NA,NA-NA,NA-NA
KT852384,NA-NA,NA-NA,NA-NA
KT852383,NA-NA,NA-NA,NA-NA
KT852382,NA-NA,NA-NA,NA-NA
KT852381,NA-NA,NA-NA,NA-NA
KT852380,NA-NA,NA-NA,NA-NA
KT852445,NA-NA,NA-NA,NA-NA
KT852444,NA-NA,NA-NA,NA-NA
KT852443,NA-NA,NA-NA,NA-NA
KT852442,NA-NA,NA-NA,NA-NA
KT852441,NA-NA,NA-NA,NA-NA
KT852440,NA-NA,NA-NA,NA-NA
KT852438,NA-NA,NA-NA,NA-NA
KT852448,NA-NA,NA-NA,NA-NA
KT852447,NA-NA,NA-NA,NA-NA
KT599597,NA-NA,0-309,NA-NA
KT599596,NA-NA,0-312,NA-NA
KT599595,NA-NA,0-312,NA-NA
KT599594,NA-NA,0-312,NA-NA
KT599593,NA-NA,0-312,NA-NA
KT599592,NA-NA,0-312,NA-NA
KT599591,NA-NA,0-312,NA-NA
KT599590,NA-NA,0-312,NA-NA
KT599589,NA-NA,0-312,NA-NA
KT599588,NA-NA,0-312,NA-NA
KT599587,NA-NA,0-312,NA-NA
KT599586,NA-NA,0-312,NA-NA
KT599585,NA-NA,0-312,NA-NA
KT599584,NA-NA,0-312,NA-NA
KT599583,NA-NA,0-312,NA-NA
KT599582,NA-NA,0-312,NA-NA
KT599573,NA-NA,0-300,NA-NA
KT599572,NA-NA,0-294,NA-NA
KT599571,NA-NA,0-288,NA-NA
KT599570,NA-NA,0-288,NA-NA
KT599569,NA-NA,0-288,NA-NA
KT599568,NA-NA,0-288,NA-NA
KT599567,NA-NA,0-288,NA-NA
KT599566,NA-NA,0-288,NA-NA
KT599565,NA-NA,0-288,NA-NA
KT599564,NA-NA,0-288,NA-NA
KT599563,NA-NA,0-288,NA-NA
KT599562,NA-NA,0-288,NA-NA
KT599561,NA-NA,0-306,NA-NA
KT159913,NA-NA,0-336,NA-NA
KT159911,NA-NA,0-378,NA-NA
KT159910,NA-NA,0-378,NA-NA
KT159909,NA-NA,0-378,NA-NA
KT159908,NA-NA,0-378,NA-NA
KT159907,NA-NA,0-285,NA-NA
KT159906,NA-NA,0-285,NA-NA
KT965675,NA-NA,1-391,NA-NA
KT965674,NA-NA,1-391,NA-NA
KT008050,NA-NA,1-388,NA-NA
KT003283,NA-NA,0-717,NA-NA
KT894920,NA-NA,0-369,NA-NA
KT894919,NA-NA,0-360,NA-NA
KT894918,NA-NA,1-367,NA-NA
KT894917,NA-NA,0-369,NA-NA
KT894916,NA-NA,0-302,NA-NA
KT894915,NA-NA,2-368,NA-NA
KT894914,NA-NA,0-381,NA-NA
KT894913,NA-NA,0-330,NA-NA
KT894912,NA-NA,0-378,NA-NA
KT894911,NA-NA,0-381,NA-NA
KT894910,NA-NA,2-323,NA-NA
KT894909,NA-NA,0-357,NA-NA
KT894908,NA-NA,0-381,NA-NA
KT894907,NA-NA,1-300,NA-NA
KT894906,NA-NA,0-387,NA-NA
KT894905,NA-NA,2-368,NA-NA
KT894904,NA-NA,0-369,NA-NA
KT894903,NA-NA,2-350,NA-NA
KT894902,NA-NA,0-353,NA-NA
KT894901,NA-NA,0-381,NA-NA
KT894900,NA-NA,0-381,NA-NA
KT894899,NA-NA,1-337,NA-NA
KT894898,NA-NA,0-381,NA-NA
KT894897,NA-NA,0-378,NA-NA
KT894896,NA-NA,0-381,NA-NA
KT894895,NA-NA,0-381,NA-NA
KT894894,NA-NA,0-381,NA-NA
KT894893,NA-NA,0-381,NA-NA
KT894892,NA-NA,0-381,NA-NA
KT894891,NA-NA,2-368,NA-NA
KT894890,NA-NA,2-368,NA-NA
KT894889,NA-NA,0-381,NA-NA
KT894888,NA-NA,2-368,NA-NA
KT894887,NA-NA,0-381,NA-NA
KT894886,NA-NA,0-348,NA-NA
KT894885,NA-NA,1-361,NA-NA
KT894884,NA-NA,0-366,NA-NA
KT894883,NA-NA,0-381,NA-NA
KT894882,NA-NA,0-378,NA-NA
KT894881,NA-NA,2-288,NA-NA
KT894880,NA-NA,1-324,NA-NA
KT894879,NA-NA,1-325,NA-NA
KT894878,NA-NA,0-381,NA-NA
KT894877,NA-NA,0-373,NA-NA
KT894876,NA-NA,1-343,NA-NA
KT894875,NA-NA,0-387,NA-NA
KT894874,NA-NA,0-381,NA-NA
KP242038,NA-NA,2279-3815,NA-NA
KP843564,NA-NA,0-404,NA-NA
KP843563,NA-NA,0-404,NA-NA
KP843562,NA-NA,0-404,NA-NA
KP843561,NA-NA,0-404,NA-NA
KP843560,NA-NA,0-404,NA-NA
KP843559,NA-NA,0-404,NA-NA
KP843558,NA-NA,0-404,NA-NA
KM254169,NA-NA,0-305,NA-NA
KM254168,NA-NA,0-302,NA-NA
KM254167,NA-NA,0-2266,NA-NA
KM254166,NA-NA,0-3779,NA-NA
LC009677,NA-NA,1-645,NA-NA
LC009676,NA-NA,1-645,NA-NA
LC009675,NA-NA,1-645,NA-NA
LC009674,NA-NA,1-645,NA-NA
LC009673,NA-NA,1-645,NA-NA
LC009672,NA-NA,1-645,NA-NA
LC009671,NA-NA,1-645,NA-NA
LC009670,NA-NA,1-645,NA-NA
LC009669,NA-NA,1-645,NA-NA
LC009668,NA-NA,1-645,NA-NA
LC009667,NA-NA,1-645,NA-NA
LC009666,NA-NA,1-645,NA-NA
LC009665,NA-NA,1-645,NA-NA
KJ807486,NA-NA,2-408,NA-NA
KJ807485,NA-NA,2-408,NA-NA
KJ807484,NA-NA,2-408,NA-NA
KJ807483,NA-NA,2-408,NA-NA
KJ807482,NA-NA,2-408,NA-NA
KJ807481,NA-NA,2-408,NA-NA
KJ807480,NA-NA,2-408,NA-NA
KJ807479,NA-NA,2-408,NA-NA
KJ807478,NA-NA,2-408,NA-NA
KJ807477,NA-NA,2-408,NA-NA
KJ807476,NA-NA,2-408,NA-NA
KJ476856,NA-NA,NA-NA,NA-NA
KJ476855,NA-NA,NA-NA,NA-NA
KJ476854,NA-NA,NA-NA,NA-NA
KJ476853,NA-NA,NA-NA,NA-NA
KJ476852,NA-NA,NA-NA,NA-NA
KJ476851,NA-NA,NA-NA,NA-NA
KJ476838,NA-NA,2-668,NA-NA
KJ476837,NA-NA,2-668,NA-NA
KR057184,NA-NA,1-376,NA-NA
KP663426,NA-NA,2859-4344,NA-NA
JX548301,NA-NA,2-622,NA-NA
JA816489,NA-NA,NA-NA,NA-NA
JA816485,NA-NA,NA-NA,NA-NA
KP143823,NA-NA,2-336,NA-NA
KP143822,NA-NA,2-336,NA-NA
KP143821,NA-NA,2-336,NA-NA
KP143788,NA-NA,1-345,NA-NA
KP143787,NA-NA,1-345,NA-NA
KP143786,NA-NA,1-345,NA-NA
KP143785,NA-NA,1-345,NA-NA
KP143784,NA-NA,1-345,NA-NA
KP143783,NA-NA,1-345,NA-NA
KP143782,NA-NA,1-345,NA-NA
KP143781,NA-NA,1-345,NA-NA
KP143780,NA-NA,1-345,NA-NA
KP143779,NA-NA,1-345,NA-NA
KP143778,NA-NA,1-345,NA-NA
KP143777,NA-NA,1-345,NA-NA
KP143776,NA-NA,1-345,NA-NA
KP143775,NA-NA,1-345,NA-NA
KP143774,NA-NA,1-345,NA-NA
KP143773,NA-NA,1-345,NA-NA
KP143772,NA-NA,1-345,NA-NA
KJ533364,NA-NA,0-369,NA-NA
KJ533361,NA-NA,0-369,NA-NA
KJ533360,NA-NA,0-369,NA-NA
KJ533350,NA-NA,0-369,NA-NA
KM981736,2-101,NA-NA,NA-NA
KM981735,2-101,NA-NA,NA-NA
KM981734,2-101,NA-NA,NA-NA
KM981733,2-101,NA-NA,NA-NA
KM981732,2-101,NA-NA,NA-NA
KM981731,2-101,NA-NA,NA-NA
KM981730,2-101,NA-NA,NA-NA
KM981729,2-101,NA-NA,NA-NA
KM981728,2-101,NA-NA,NA-NA
KM981727,2-101,NA-NA,NA-NA
KM981726,2-101,NA-NA,NA-NA
KM981725,2-101,NA-NA,NA-NA
KM981724,2-101,NA-NA,NA-NA
KM981723,2-101,NA-NA,NA-NA
KM981722,2-101,NA-NA,NA-NA
KM981721,2-101,NA-NA,NA-NA
KM981720,2-101,NA-NA,NA-NA
KM981719,2-101,NA-NA,NA-NA
KM981718,2-101,NA-NA,NA-NA
KM981717,2-101,NA-NA,NA-NA
KM981716,2-101,NA-NA,NA-NA
KM981715,2-101,NA-NA,NA-NA
KM981714,2-101,NA-NA,NA-NA
KM981713,2-101,NA-NA,NA-NA
KM981712,2-101,NA-NA,NA-NA
KM981711,2-101,NA-NA,NA-NA
KM587711,NA-NA,0-1099,NA-NA
KJ571486,0-2161,2160-3671,NA-NA
KJ571485,0-381,NA-NA,NA-NA
KJ571484,0-363,NA-NA,NA-NA
KJ571483,0-363,NA-NA,NA-NA
KJ571482,0-363,NA-NA,NA-NA
KJ571481,0-381,NA-NA,NA-NA
KJ571480,0-363,NA-NA,NA-NA
KJ571479,0-381,NA-NA,NA-NA
KJ571478,0-363,NA-NA,NA-NA
KJ571477,0-363,NA-NA,NA-NA
KJ571476,0-363,NA-NA,NA-NA
KJ571475,0-363,NA-NA,NA-NA
KJ571474,0-363,NA-NA,NA-NA
KJ571473,0-360,NA-NA,NA-NA
KJ571472,0-363,NA-NA,NA-NA
KJ571471,0-363,NA-NA,NA-NA
KJ571470,0-360,NA-NA,NA-NA
KJ571469,0-363,NA-NA,NA-NA
KJ571468,0-363,NA-NA,NA-NA
KJ571467,0-363,NA-NA,NA-NA
KJ571466,0-363,NA-NA,NA-NA
KJ571465,0-363,NA-NA,NA-NA
KJ571464,0-363,NA-NA,NA-NA
KJ571463,0-363,NA-NA,NA-NA
KJ571462,0-363,NA-NA,NA-NA
KJ571461,0-363,NA-NA,NA-NA
KJ571460,0-363,NA-NA,NA-NA
KJ571459,0-363,NA-NA,NA-NA
KJ571458,0-363,NA-NA,NA-NA
KJ571457,0-363,NA-NA,NA-NA
KJ571456,0-363,NA-NA,NA-NA
KJ571455,0-363,NA-NA,NA-NA
KJ571454,0-363,NA-NA,NA-NA
KJ571453,0-363,NA-NA,NA-NA
KJ571452,0-363,NA-NA,NA-NA
KJ571451,0-363,NA-NA,NA-NA
KJ571450,0-363,NA-NA,NA-NA
KJ571449,0-360,NA-NA,NA-NA
KJ571448,0-363,NA-NA,NA-NA
KJ571447,0-363,NA-NA,NA-NA
KJ571446,0-363,NA-NA,NA-NA
KJ571445,0-360,NA-NA,NA-NA
KJ571444,0-363,NA-NA,NA-NA
KJ571443,0-363,NA-NA,NA-NA
KJ571442,0-363,NA-NA,NA-NA
KJ571441,0-363,NA-NA,NA-NA
KJ571440,0-363,NA-NA,NA-NA
KJ571439,0-363,NA-NA,NA-NA
KJ571438,0-363,NA-NA,NA-NA
KJ571437,0-363,NA-NA,NA-NA
KJ571436,0-363,NA-NA,NA-NA
KJ571435,0-369,NA-NA,NA-NA
KJ571434,0-369,NA-NA,NA-NA
KJ571433,0-369,NA-NA,NA-NA
KJ571432,0-369,NA-NA,NA-NA
KJ571431,0-381,NA-NA,NA-NA
KJ571430,0-381,NA-NA,NA-NA
KJ571429,0-381,NA-NA,NA-NA
KJ571428,0-381,NA-NA,NA-NA
KJ571427,0-381,NA-NA,NA-NA
KJ571426,0-381,NA-NA,NA-NA
KJ571425,0-381,NA-NA,NA-NA
KJ571424,0-381,NA-NA,NA-NA
KJ571423,0-381,NA-NA,NA-NA
KJ571422,0-381,NA-NA,NA-NA
KJ571421,0-381,NA-NA,NA-NA
KJ571420,0-381,NA-NA,NA-NA
KJ571419,0-381,NA-NA,NA-NA
KJ571418,0-381,NA-NA,NA-NA
KJ571417,0-381,NA-NA,NA-NA
KJ571416,0-378,NA-NA,NA-NA
KJ571415,0-396,NA-NA,NA-NA
KJ571414,0-381,NA-NA,NA-NA
KJ571413,0-381,NA-NA,NA-NA
KJ571412,0-381,NA-NA,NA-NA
KJ571411,0-381,NA-NA,NA-NA
KJ571410,0-378,NA-NA,NA-NA
KJ571409,0-381,NA-NA,NA-NA
KJ571408,0-381,NA-NA,NA-NA
KJ571407,0-381,NA-NA,NA-NA
KJ571406,0-381,NA-NA,NA-NA
KJ571405,0-381,NA-NA,NA-NA
KJ571404,0-381,NA-NA,NA-NA
KJ571403,0-381,NA-NA,NA-NA
KJ571402,0-381,NA-NA,NA-NA
KJ571401,0-381,NA-NA,NA-NA
KJ571400,0-381,NA-NA,NA-NA
KJ571399,0-381,NA-NA,NA-NA
KJ571398,0-378,NA-NA,NA-NA
KJ571397,0-378,NA-NA,NA-NA
KJ571396,0-381,NA-NA,NA-NA
KJ571395,0-378,NA-NA,NA-NA
KJ571394,0-378,NA-NA,NA-NA
KJ571393,0-381,NA-NA,NA-NA
KJ571392,0-378,NA-NA,NA-NA
KJ571391,0-381,NA-NA,NA-NA
KJ571390,0-381,NA-NA,NA-NA
KJ571389,0-381,NA-NA,NA-NA
KJ571388,0-381,NA-NA,NA-NA
KJ571387,0-381,NA-NA,NA-NA
KJ571386,0-381,NA-NA,NA-NA
KJ571385,0-381,NA-NA,NA-NA
KJ571384,0-381,NA-NA,NA-NA
KJ571383,0-381,NA-NA,NA-NA
KJ571382,0-381,NA-NA,NA-NA
KJ571381,0-381,NA-NA,NA-NA
KJ571380,0-381,NA-NA,NA-NA
KJ571379,0-381,NA-NA,NA-NA
KJ571378,0-381,NA-NA,NA-NA
KJ571377,0-381,NA-NA,NA-NA
KM035759,51-2585,2587-4163,NA-NA
KJ652328,NA-NA,2-293,NA-NA
KJ652327,NA-NA,2-293,NA-NA
KJ652326,NA-NA,2-284,NA-NA
KJ652325,NA-NA,2-296,NA-NA
KJ652324,NA-NA,2-296,NA-NA
KJ652323,NA-NA,2-296,NA-NA
KJ652322,NA-NA,0-276,NA-NA
KJ652321,NA-NA,2-296,NA-NA
KC599256,NA-NA,NA-NA,NA-NA
AB769871,NA-NA,0-254,NA-NA
KC999716,NA-NA,0-321,NA-NA
KC999715,NA-NA,0-321,NA-NA
KC999714,NA-NA,0-321,NA-NA
KC999713,NA-NA,0-321,NA-NA
KC999712,NA-NA,0-321,NA-NA
KC999711,NA-NA,0-321,NA-NA
KC999710,NA-NA,0-321,NA-NA
KC999709,NA-NA,0-321,NA-NA
KC999708,NA-NA,0-321,NA-NA
KC999707,NA-NA,0-234,NA-NA
KC999706,NA-NA,0-276,NA-NA
KC999705,NA-NA,0-321,NA-NA
KC999704,NA-NA,0-321,NA-NA
KC999703,NA-NA,0-321,NA-NA
KC999702,NA-NA,0-321,NA-NA
KC999701,NA-NA,0-321,NA-NA
KC999700,NA-NA,0-321,NA-NA
KC999699,NA-NA,0-321,NA-NA
KC999698,NA-NA,0-321,NA-NA
KC999697,NA-NA,0-321,NA-NA
KC999696,NA-NA,0-321,NA-NA
KC999695,NA-NA,0-321,NA-NA
KC999694,NA-NA,0-321,NA-NA
KC999693,NA-NA,0-321,NA-NA
KC999692,NA-NA,0-321,NA-NA
KC999691,NA-NA,0-321,NA-NA
KC999690,NA-NA,0-321,NA-NA
KC692437,NA-NA,0-323,NA-NA
KC692436,NA-NA,0-323,NA-NA
KC692435,NA-NA,0-326,NA-NA
KC692434,NA-NA,0-326,NA-NA
KC692433,NA-NA,0-326,NA-NA
KC692432,NA-NA,0-326,NA-NA
KC692431,NA-NA,0-326,NA-NA
KF233994,52-2590,2592-4164,NA-NA
AB829252,NA-NA,2314-3850,NA-NA
JQ673583,NA-NA,0-409,NA-NA
JQ673582,NA-NA,0-409,NA-NA
KC609001,NA-NA,1349-2801,NA-NA
KC878875,NA-NA,1-332,NA-NA
KC692365,NA-NA,1-2542,NA-NA
JX083291,NA-NA,NA-NA,NA-NA
JX083290,NA-NA,NA-NA,NA-NA
JX863711,NA-NA,2-384,NA-NA
JX863710,NA-NA,2-378,NA-NA
JX863709,NA-NA,1-376,NA-NA
JX863708,NA-NA,2-378,NA-NA
JX863707,NA-NA,0-382,NA-NA
JX863706,NA-NA,2-373,NA-NA
JX863705,NA-NA,1-386,NA-NA
JX863704,NA-NA,1-380,NA-NA
JQ408747,NA-NA,1-376,NA-NA
JQ408746,NA-NA,1-376,NA-NA
JQ408745,NA-NA,1-727,NA-NA
JQ408744,NA-NA,1-376,NA-NA
JQ408743,NA-NA,1-376,NA-NA
JQ408742,NA-NA,1-376,NA-NA
JQ408741,NA-NA,1-376,NA-NA
JQ408740,NA-NA,1-376,NA-NA
JQ408739,NA-NA,1-376,NA-NA
JX519277,NA-NA,0-369,NA-NA
JX519276,NA-NA,0-369,NA-NA
JX556693,100-2681,2680-4191,NA-NA
JX684072,NA-NA,0-201,NA-NA
JF327667,NA-NA,2-83,NA-NA
JX083289,NA-NA,NA-NA,NA-NA
JX083288,NA-NA,NA-NA,NA-NA
JX083287,NA-NA,NA-NA,NA-NA
JX083286,NA-NA,NA-NA,NA-NA
JX083285,NA-NA,NA-NA,NA-NA
