id,1A,1B,2
OP432295,53-2816,2755-4303,4295-6611
OP432294,53-2816,2755-4303,4295-6611
OP432293,53-2816,2755-4303,4295-6611
MW450837,61-1774,1773-3306,3289-5659
OQ110736,46-2848,2787-4335,4327-6679
OQ110735,46-2848,2787-4335,4327-6679
OQ110734,43-2845,2784-4332,4324-6676
OQ110733,39-2841,2780-4328,4320-6672
OQ110732,45-2847,2786-4334,4326-6678
OQ110731,41-2843,2782-4330,4322-6674
OP381862,NA-NA,0-285,277-771
OP381861,NA-NA,2-287,279-774
OP381860,NA-NA,2-287,279-774
OP381859,NA-NA,2-266,258-553
OP381858,NA-NA,1-286,278-771
OP381857,NA-NA,1-286,278-773
OP381855,NA-NA,2-287,279-602
OP381854,NA-NA,1-286,278-731
OP381853,NA-NA,0-288,280-774
OP381852,NA-NA,1-280,272-777
OP381850,NA-NA,2-287,279-774
OP381849,NA-NA,0-288,280-777
OP381848,NA-NA,0-288,280-778
OP381847,NA-NA,1-289,281-774
OP381846,NA-NA,0-249,241-738
OP381845,NA-NA,2-254,246-748
OP381844,NA-NA,2-290,282-779
OP381843,NA-NA,1-286,278-773
OP381842,NA-NA,1-286,278-773
OP381841,NA-NA,2-287,279-774
OP381840,NA-NA,2-293,285-787
OP381839,NA-NA,2-287,279-774
OP381838,NA-NA,1-286,278-772
OP381837,NA-NA,0-240,229-675
OP381836,NA-NA,2-287,279-774
OP381835,NA-NA,0-297,289-785
OP381834,NA-NA,0-288,280-776
OP381832,NA-NA,2-287,279-766
OP381830,NA-NA,2-287,279-774
OP381829,NA-NA,2-287,279-774
OP381828,NA-NA,0-288,280-778
OP381826,NA-NA,0-285,277-759
OP381824,NA-NA,2-287,279-781
OP381823,NA-NA,0-285,277-785
ON745304,NA-NA,18-3273,4832-6947
OM937013,NA-NA,18-3273,4832-6947
OP413962,NA-NA,NA-NA,1274-3398
OP413949,NA-NA,NA-NA,1393-3826
OP413943,18-2553,NA-NA,3882-6336
OP413966,45-2538,NA-NA,3888-6336
OP413965,NA-NA,2-2645,4082-6473
OP413963,NA-NA,1-2419,3826-5877
OP413960,7-2500,NA-NA,3850-6280
OP413959,46-2596,NA-NA,4033-6601
OP413958,0-2649,NA-NA,4086-6314
OP413957,NA-NA,50-2600,4037-6470
OP413956,NA-NA,0-2589,NA-NA
OP413955,NA-NA,9-2484,3891-6195
OP413954,0-2556,NA-NA,3993-6546
OP413953,5-2636,NA-NA,4073-6581
OP413951,35-2585,NA-NA,4022-6391
OP413950,NA-NA,28-2620,NA-NA
OP413948,1-2494,NA-NA,3949-6244
OP413947,26-2501,NA-NA,3908-6281
OP413946,2-2414,NA-NA,4520-6896
OP413945,13-2506,NA-NA,3913-6217
OP413942,43-2593,NA-NA,4030-6544
OP413941,35-2510,NA-NA,3917-6326
MT981054,NA-NA,NA-NA,0-222
MT981053,NA-NA,NA-NA,1-222
MT981052,NA-NA,NA-NA,2-218
ON595840,NA-NA,NA-NA,1-820
ON595839,NA-NA,NA-NA,1-1158
OL762473,13-3260,3259-4809,4827-6942
ON595841,NA-NA,1-574,NA-NA
ON595838,NA-NA,2-640,NA-NA
ON595837,NA-NA,NA-NA,0-1915
ON595836,NA-NA,0-607,NA-NA
ON595835,2-161,162-1110,NA-NA
ON595834,NA-NA,NA-NA,1-1313
ON595833,NA-NA,0-51,43-2411
ON595832,NA-NA,0-69,61-2512
ON595831,65-2753,2752-4297,4289-6740
ON595830,67-2755,2754-4299,4291-6742
ON595829,58-2746,2745-4290,4282-6720
ON595828,NA-NA,NA-NA,2-2067
ON595827,61-2749,2748-4293,4285-6736
ON595826,55-2743,2742-4287,4279-6730
ON595825,60-2748,2747-4292,4284-6735
ON595824,57-2745,2744-4289,4281-6732
OM103852,NA-NA,NA-NA,0-417
OM103851,NA-NA,NA-NA,0-417
OM103850,NA-NA,NA-NA,0-417
OM103849,NA-NA,NA-NA,0-417
OM103848,NA-NA,NA-NA,0-417
OM103847,NA-NA,NA-NA,0-417
OM103846,NA-NA,NA-NA,0-417
OM103845,NA-NA,NA-NA,0-417
OM103844,NA-NA,NA-NA,0-417
OM103843,NA-NA,NA-NA,0-417
OM103842,NA-NA,NA-NA,0-417
OM103841,NA-NA,NA-NA,0-417
OM103840,NA-NA,NA-NA,0-417
OM103839,NA-NA,NA-NA,0-417
OM103838,NA-NA,NA-NA,0-417
OM103837,NA-NA,NA-NA,0-417
OM103836,NA-NA,NA-NA,0-417
OM103835,NA-NA,NA-NA,0-417
OM103834,NA-NA,NA-NA,0-417
OM103833,NA-NA,NA-NA,0-417
OM103832,NA-NA,NA-NA,0-417
OM103831,NA-NA,NA-NA,0-417
OM103830,NA-NA,NA-NA,0-417
OM103829,NA-NA,NA-NA,0-417
OM103828,NA-NA,NA-NA,0-417
OM103827,NA-NA,NA-NA,0-417
OM103826,NA-NA,NA-NA,0-417
OM103825,NA-NA,NA-NA,0-417
OM103824,NA-NA,NA-NA,0-417
OM103823,NA-NA,NA-NA,0-417
OM103822,NA-NA,NA-NA,0-417
OM103821,NA-NA,NA-NA,0-417
OM103820,NA-NA,NA-NA,0-417
OM103819,NA-NA,NA-NA,0-417
OM103818,NA-NA,NA-NA,0-417
OM103817,NA-NA,NA-NA,0-417
OM103816,NA-NA,NA-NA,0-417
OM103815,NA-NA,NA-NA,0-417
OM103814,NA-NA,NA-NA,0-417
OM103813,NA-NA,NA-NA,0-417
OM103812,NA-NA,NA-NA,0-417
OM103811,NA-NA,NA-NA,0-417
OM103810,NA-NA,NA-NA,0-417
OM103809,NA-NA,NA-NA,0-417
OM103808,NA-NA,NA-NA,0-417
OM103807,NA-NA,NA-NA,0-417
OM103806,NA-NA,NA-NA,0-417
OM103805,NA-NA,NA-NA,0-417
OM103804,NA-NA,NA-NA,0-417
OM103803,NA-NA,NA-NA,0-417
OM103802,NA-NA,NA-NA,0-426
OM103801,NA-NA,NA-NA,0-426
OM103800,NA-NA,NA-NA,0-426
OM103799,NA-NA,NA-NA,0-426
OM103798,NA-NA,NA-NA,0-426
OM066895,NA-NA,NA-NA,4824-6939
OM066894,NA-NA,NA-NA,4824-6939
OM066893,NA-NA,NA-NA,4824-6939
OM066892,NA-NA,NA-NA,4824-6939
OK491635,14-2771,2791-4219,4205-5712
OL853843,NA-NA,245-3350,4909-7024
OM047214,NA-NA,2-441,NA-NA
OM047213,NA-NA,2-441,NA-NA
OM047212,NA-NA,2-444,NA-NA
OM047211,NA-NA,2-441,NA-NA
OM047210,NA-NA,2-426,NA-NA
OM047209,NA-NA,2-441,NA-NA
OM047208,NA-NA,2-441,NA-NA
OL695857,44-2470,2469-3982,3974-6266
OL695856,47-2473,2472-3985,3977-6353
OL695855,47-2473,2472-3985,3977-6296
OL695854,50-2476,2475-3988,3980-6293
OL695853,38-2467,2466-3979,3971-6290
OL695852,40-2466,2465-3978,3970-6253
OL695851,38-2464,2463-3976,3968-6335
OL695850,94-2666,2665-4182,4174-6688
OL695849,8-2568,2567-4084,NA-NA
OL695848,39-2602,2601-4118,4110-6675
OL689632,47-2706,2705-4258,4250-6602
OM719749,NA-NA,0-3255,4811-6926
BK061393,NA-NA,NA-NA,0-1852
OK274244,NA-NA,NA-NA,0-2025
OK274243,NA-NA,NA-NA,0-2022
OK274242,NA-NA,NA-NA,0-2028
OK274241,NA-NA,NA-NA,0-2022
OK274240,NA-NA,NA-NA,0-2049
OK274239,NA-NA,NA-NA,0-2022
OK274238,NA-NA,NA-NA,0-2022
OK274237,NA-NA,NA-NA,0-2040
OK274236,NA-NA,NA-NA,0-2232
OK274235,NA-NA,NA-NA,0-2232
OK274234,NA-NA,NA-NA,0-2232
OK274233,NA-NA,NA-NA,0-2232
OK274232,NA-NA,NA-NA,0-2232
OK274231,NA-NA,NA-NA,0-2232
OM100603,NA-NA,11-3266,4825-6940
OM100602,NA-NA,13-3268,4827-6942
OM100601,NA-NA,13-3268,4827-6942
OM100600,NA-NA,13-3268,4827-6942
OM100599,NA-NA,13-3268,4827-6942
OM100598,NA-NA,13-3268,4827-6942
OM100597,NA-NA,11-3266,4825-6940
OM100596,NA-NA,11-3266,4825-6940
OM100595,NA-NA,11-3266,4825-6940
OM100594,NA-NA,13-3268,4827-6942
OM100593,NA-NA,11-3266,4825-6940
OM100592,NA-NA,11-3266,4825-6940
OM100591,NA-NA,13-3268,4827-6942
OM100590,NA-NA,7-3262,4822-6937
OM455389,NA-NA,18-3273,4832-6947
OM455388,NA-NA,18-3273,4832-6947
OM264914,NA-NA,22-3304,4868-6983
OM264913,NA-NA,22-3304,4868-6983
OM264912,NA-NA,22-3304,4868-6983
OM264911,NA-NA,22-3304,4868-6983
OM200916,NA-NA,22-3304,4868-6983
OP093958,NA-NA,2667-4203,4015-6520
OP093957,NA-NA,2666-4202,4014-6446
ON792972,5-2573,2572-4084,4076-6513
ON792971,5-2573,2572-4084,4076-6513
ON792970,5-2573,2572-4084,4076-6513
ON792969,5-2573,2572-4084,4076-6513
ON792968,5-2573,2572-4084,4076-6513
ON792967,5-2573,2572-4084,4076-6513
ON715001,30-2522,2521-4091,3894-6348
ON714997,51-2478,2477-3989,3933-6234
ON714996,51-2478,2477-3989,3933-6234
OP482149,NA-NA,0-351,NA-NA
OP482148,NA-NA,0-378,NA-NA
OP482147,NA-NA,0-378,NA-NA
OP482146,NA-NA,0-378,NA-NA
OP482145,NA-NA,0-380,NA-NA
OP482144,NA-NA,0-366,NA-NA
OP482143,NA-NA,0-366,NA-NA
OP482142,NA-NA,0-366,NA-NA
OP482141,NA-NA,0-366,NA-NA
OP482140,NA-NA,0-366,NA-NA
OP482139,NA-NA,0-366,NA-NA
OP482138,NA-NA,0-366,NA-NA
OP482137,NA-NA,0-366,NA-NA
OP482136,NA-NA,0-366,NA-NA
OP482135,NA-NA,0-366,NA-NA
OP482134,NA-NA,0-366,NA-NA
OP482133,NA-NA,0-363,NA-NA
OP482132,NA-NA,0-363,NA-NA
OP482131,NA-NA,0-369,NA-NA
OP482130,NA-NA,0-369,NA-NA
OP482129,NA-NA,0-369,NA-NA
OP482128,NA-NA,0-339,NA-NA
OP482127,NA-NA,0-294,NA-NA
OP482126,NA-NA,0-339,NA-NA
OP482125,NA-NA,0-351,NA-NA
OP482124,NA-NA,0-351,NA-NA
OP482123,NA-NA,0-351,NA-NA
OP482122,NA-NA,0-351,NA-NA
OP482121,NA-NA,0-351,NA-NA
OP482120,NA-NA,0-345,NA-NA
OP482119,NA-NA,0-351,NA-NA
OP482118,NA-NA,0-351,NA-NA
OP482117,NA-NA,0-351,NA-NA
OP482116,NA-NA,0-351,NA-NA
OP482115,NA-NA,0-351,NA-NA
OP482114,NA-NA,0-351,NA-NA
OP482113,NA-NA,0-351,NA-NA
OP482112,NA-NA,0-351,NA-NA
OP482111,NA-NA,0-351,NA-NA
OP482110,NA-NA,0-351,NA-NA
OP482109,NA-NA,0-336,NA-NA
OP482108,NA-NA,0-354,NA-NA
OP482107,NA-NA,0-354,NA-NA
OP482106,NA-NA,0-354,NA-NA
OP482105,NA-NA,0-354,NA-NA
OP482104,NA-NA,0-354,NA-NA
OP482103,NA-NA,0-354,NA-NA
OP482102,NA-NA,0-354,NA-NA
OP482101,NA-NA,0-378,NA-NA
OP482100,NA-NA,0-378,NA-NA
OP482099,NA-NA,0-369,NA-NA
OP482098,NA-NA,0-363,NA-NA
OM451103,NA-NA,NA-NA,NA-NA
OL982615,NA-NA,13-3268,4827-6942
OL982614,NA-NA,13-3268,4827-6942
OL982613,NA-NA,13-3268,4827-6942
OL963558,NA-NA,13-3268,4827-6942
OL963557,NA-NA,13-3268,4827-6942
OL963556,NA-NA,13-3268,4827-6942
OL963555,NA-NA,13-3268,4827-6942
OP524618,NA-NA,0-705,697-877
OP524617,NA-NA,0-705,697-877
OP524616,NA-NA,0-705,697-877
OP524615,NA-NA,0-705,697-877
OP524614,NA-NA,0-705,697-877
OP524613,NA-NA,0-702,694-1273
OP524612,NA-NA,0-702,694-1273
OP524611,NA-NA,0-702,694-1273
OP524610,NA-NA,0-702,694-1273
OP524609,NA-NA,0-702,694-1273
OP524608,NA-NA,0-702,694-1273
OP524607,NA-NA,0-702,694-1273
OP524606,NA-NA,0-702,694-1273
OP524605,NA-NA,0-702,694-1273
OP524604,NA-NA,0-702,694-1273
OP524603,NA-NA,0-702,694-1273
OP524602,NA-NA,0-702,694-1273
OP524601,NA-NA,0-702,694-1273
OP524600,NA-NA,0-702,694-1273
OP524599,NA-NA,0-702,694-1273
OP524598,NA-NA,0-327,316-924
OP524597,NA-NA,0-327,316-924
OP524596,NA-NA,0-331,NA-NA
OP524595,NA-NA,0-331,NA-NA
OP524594,NA-NA,0-331,NA-NA
OP524593,NA-NA,0-331,NA-NA
OP524592,NA-NA,1-350,NA-NA
OP524591,NA-NA,1-350,NA-NA
OP524590,NA-NA,1-350,NA-NA
OP524589,NA-NA,1-350,NA-NA
OP524588,NA-NA,1-350,NA-NA
OP524587,NA-NA,1-350,NA-NA
OP524586,NA-NA,1-350,NA-NA
OP524585,NA-NA,1-350,NA-NA
OP524584,NA-NA,1-350,NA-NA
OP524583,NA-NA,1-350,NA-NA
OP524582,NA-NA,1-350,NA-NA
OP524581,NA-NA,1-350,NA-NA
OP524580,NA-NA,1-350,NA-NA
OP524579,NA-NA,1-350,NA-NA
OP474168,NA-NA,NA-NA,NA-NA
ON733251,43-2713,2664-4200,4012-6487
OP020131,NA-NA,10-3265,4824-6939
OL536330,NA-NA,18-3273,4832-6947
ON715000,51-474,NA-NA,3933-4372
ON714999,51-2477,2476-3989,3933-6321
ON714998,51-2477,2476-3989,3933-6321
ON093075,NA-NA,0-336,NA-NA
OK483336,NA-NA,NA-NA,NA-NA
OK483335,NA-NA,NA-NA,NA-NA
MZ325440,NA-NA,NA-NA,0-2208
MZ325439,NA-NA,NA-NA,0-2208
MZ325438,NA-NA,NA-NA,0-2208
MZ325437,NA-NA,NA-NA,0-2211
MZ325436,NA-NA,NA-NA,0-2208
MZ325435,NA-NA,NA-NA,0-2208
MZ325434,NA-NA,NA-NA,0-2208
MZ325433,NA-NA,NA-NA,0-2208
MZ325432,NA-NA,NA-NA,0-2208
MZ325431,NA-NA,NA-NA,0-2208
MZ325430,NA-NA,NA-NA,0-2334
MZ325429,NA-NA,NA-NA,0-2316
MZ325428,NA-NA,NA-NA,0-2334
MZ325427,NA-NA,NA-NA,0-2331
MZ325426,NA-NA,NA-NA,0-2343
MZ325425,NA-NA,NA-NA,0-2211
MZ325424,NA-NA,NA-NA,0-2319
ON792974,100-2681,2680-4191,4036-6382
ON792973,100-2681,2680-4191,4036-6382
ON893140,1-643,643-2189,NA-NA
ON893139,0-690,689-2227,NA-NA
OL345584,7-2521,2460-3969,3961-6433
OL345583,7-2521,2460-3969,3961-6433
MW385414,NA-NA,1-2626,4131-6480
MW385413,NA-NA,4-2629,4134-6504
MW385412,NA-NA,7-2632,4099-6152
MW855893,NA-NA,0-360,NA-NA
OP020145,NA-NA,NA-NA,676-1584
OP020144,NA-NA,154-1745,NA-NA
MW786757,NA-NA,22-3304,4868-6983
ON571550,NA-NA,2698-4204,4196-6647
MW787033,NA-NA,0-199,NA-NA
MW787031,NA-NA,2-198,NA-NA
MW787030,NA-NA,0-200,NA-NA
MW787029,NA-NA,0-199,NA-NA
MW787028,NA-NA,1-219,NA-NA
MW787027,NA-NA,2-200,NA-NA
MW787026,NA-NA,0-220,NA-NA
MW787025,NA-NA,2-204,NA-NA
MW787024,NA-NA,1-218,NA-NA
MW787023,NA-NA,0-249,NA-NA
MW787022,NA-NA,0-200,NA-NA
MW787021,NA-NA,1-220,NA-NA
MW787020,NA-NA,1-246,NA-NA
MW787019,NA-NA,2-199,NA-NA
MW787017,NA-NA,0-200,NA-NA
MW787016,NA-NA,1-246,NA-NA
MW787015,NA-NA,0-199,NA-NA
MW787014,NA-NA,0-220,NA-NA
MW787013,NA-NA,0-220,NA-NA
OP121133,NA-NA,NA-NA,0-2334
OP121132,NA-NA,0-180,NA-NA
OP121131,NA-NA,0-645,NA-NA
OP121130,NA-NA,0-1875,NA-NA
OM514376,NA-NA,NA-NA,NA-NA
MW505493,NA-NA,2-3179,4738-6853
MW505492,NA-NA,1-3187,4746-6861
MW505491,NA-NA,0-3189,4748-6863
MW505490,NA-NA,0-3186,4745-6860
MW505489,NA-NA,0-3189,4748-6863
MW505488,NA-NA,1-3187,4746-6861
MW505487,NA-NA,1-3187,4746-6861
MW505486,NA-NA,1-3187,4746-6861
MW505485,NA-NA,1-3187,4746-6861
ON049752,0-1169,NA-NA,NA-NA
ON049763,NA-NA,NA-NA,0-2050
ON049762,NA-NA,NA-NA,13-2470
ON049761,NA-NA,0-1335,NA-NA
ON049760,0-1790,NA-NA,NA-NA
ON049759,1-64,64-1317,NA-NA
ON049758,NA-NA,NA-NA,0-2031
ON049757,NA-NA,NA-NA,1-1973
ON049756,NA-NA,NA-NA,2-2009
ON049755,0-2336,NA-NA,NA-NA
ON049754,NA-NA,1-1384,NA-NA
ON049753,6-2620,NA-NA,NA-NA
ON049751,1-2513,NA-NA,NA-NA
ON049750,5-2636,NA-NA,NA-NA
ON049749,0-29,28-1348,NA-NA
ON049748,NA-NA,NA-NA,2-1880
ON049747,1-2161,NA-NA,NA-NA
MW784099,1-3049,3049-4572,4591-6631
MW784097,1-3004,3004-4527,4546-6577
MW784094,19-3034,3033-4557,4575-6594
MW784086,0-3042,3041-4565,4584-6633
MW784084,13-2554,2553-4062,4054-6553
MW784109,168-2592,2591-4100,4092-6417
MW784107,77-2573,2572-4011,NA-NA
MW784106,127-2557,2556-4065,4057-6433
MW784105,200-2630,2629-4138,4130-6467
MW784104,490-2977,2976-3638,NA-NA
MW784103,84-2571,2570-3633,NA-NA
MW784102,182-2657,2656-4165,4157-6719
MW784101,242-2729,2728-4237,4229-6728
MW784100,1-2218,2218-3726,3718-6013
MW784098,2-2387,2388-3895,3887-6143
MW784096,72-2559,2558-4067,4059-6621
MW784095,61-2572,2571-4080,4072-6589
MW784093,4-2590,2589-4098,4090-6604
MW784092,38-2468,2467-3976,3968-6311
MW784091,38-2468,2467-3976,3968-6287
MW784090,4-2587,2586-4095,4087-6601
MW784089,86-2573,2572-3906,NA-NA
MW784088,3-2580,2579-4088,NA-NA
MW784087,0-1746,1745-3254,3246-5601
MW784085,NA-NA,1-2419,NA-NA
MW784083,38-2468,2467-3976,3968-6359
MW784082,38-2468,2467-3976,3968-6311
MW784081,29-2459,2458-3967,3959-6263
MW784080,38-2468,2467-3528,NA-NA
MW784079,41-2471,2470-3979,3971-6272
MW784078,33-2463,2462-3971,3963-6279
MW784077,26-2456,2455-3964,3956-3993
MW784076,38-2465,2464-3973,3965-6308
MW784075,1-2434,2434-3942,3934-6265
MW784074,2-2582,2581-4090,4082-6539
MW784073,9-2589,2588-4097,4089-6534
MW784072,38-2468,2467-3976,3968-4055
MW784070,85-2572,2571-4080,4072-6583
MW784069,46-2476,2475-3984,3976-6337
MW784108,31-2461,2460-3969,3961-6358
MW784071,21-2601,2600-4109,4101-6600
MW897146,NA-NA,18-3822,3625-5539
MW897147,NA-NA,292-3805,3611-5528
MW897145,NA-NA,0-2280,2322-3381
MZ648231,NA-NA,NA-NA,4824-6939
MK395166,NA-NA,2758-4264,4256-6713
MW735973,NA-NA,NA-NA,0-2226
MW735972,NA-NA,NA-NA,0-2169
MW735971,NA-NA,NA-NA,0-2202
MW735970,NA-NA,NA-NA,0-2562
MW735969,NA-NA,NA-NA,132-2421
MW735968,NA-NA,NA-NA,0-2280
MH645631,NA-NA,0-418,NA-NA
MH645630,NA-NA,0-418,NA-NA
MH645629,NA-NA,0-418,NA-NA
MH645628,NA-NA,0-418,NA-NA
MH645627,NA-NA,0-418,NA-NA
MH645626,NA-NA,0-418,NA-NA
MN977119,30-2775,NA-NA,4250-6695
MN977118,NA-NA,NA-NA,NA-NA
MT274720,NA-NA,NA-NA,1-413
MT274719,NA-NA,NA-NA,0-339
MT274718,NA-NA,NA-NA,0-422
MT274717,NA-NA,NA-NA,1-416
MT274716,NA-NA,NA-NA,0-422
MZ819185,NA-NA,22-3304,4868-6983
MZ819184,NA-NA,18-3273,4832-6947
MZ819183,NA-NA,18-3273,4832-6947
MW536497,NA-NA,5-3260,4819-6934
ON571622,0-2484,2483-3998,3981-6195
ON304005,NA-NA,46-4279,4297-5674
ON482290,35-2762,2761-4267,4259-6716
ON304043,NA-NA,0-1044,NA-NA
ON304004,NA-NA,0-433,NA-NA
ON304003,NA-NA,1-633,NA-NA
MZ707081,20-2384,2320-3856,3848-6119
MZ540963,NA-NA,0-384,NA-NA
MT766335,NA-NA,NA-NA,140-2363
MT766329,NA-NA,NA-NA,3831-6102
MT766325,NA-NA,NA-NA,3833-6104
MT766346,NA-NA,NA-NA,692-2858
MT766345,NA-NA,NA-NA,1491-3729
MT766344,NA-NA,NA-NA,1767-2129
MT766343,NA-NA,NA-NA,NA-NA
MT766342,NA-NA,NA-NA,2681-4901
MT766341,NA-NA,NA-NA,287-2277
MT766340,NA-NA,NA-NA,4140-6360
MT766339,NA-NA,NA-NA,4203-6377
MT766338,NA-NA,NA-NA,1502-3746
MT766337,NA-NA,NA-NA,3829-6018
MT766336,NA-NA,NA-NA,3831-6000
MT766331,NA-NA,NA-NA,640-2852
MT766330,NA-NA,NA-NA,NA-NA
MT766328,NA-NA,NA-NA,3736-6007
MT766327,NA-NA,NA-NA,3802-6014
MT766326,NA-NA,NA-NA,3833-5449
MT766324,NA-NA,NA-NA,4367-6731
MT766321,NA-NA,NA-NA,4418-6782
MT766320,NA-NA,NA-NA,4376-6740
MT766334,0-1593,1592-2451,NA-NA
MT766333,1-1633,1633-2247,NA-NA
MT766332,NA-NA,2-2059,NA-NA
MT766323,NA-NA,NA-NA,4363-6618
MT766322,NA-NA,NA-NA,4195-6559
MT766319,NA-NA,NA-NA,4360-5568
MT766318,NA-NA,NA-NA,4335-4741
OM890932,NA-NA,NA-NA,0-2214
OM890931,0-2484,2483-3998,3981-6195
OM890930,NA-NA,NA-NA,0-2202
OM890929,NA-NA,NA-NA,0-2259
OM890928,NA-NA,NA-NA,0-2259
OM890927,NA-NA,NA-NA,0-2259
OM890926,NA-NA,NA-NA,0-2259
OM890925,NA-NA,NA-NA,0-2259
OM890924,NA-NA,NA-NA,0-2259
OM890923,NA-NA,NA-NA,0-2259
OM890922,NA-NA,NA-NA,0-2259
OM890921,NA-NA,NA-NA,0-2259
OM890920,NA-NA,NA-NA,0-2259
OM890919,NA-NA,NA-NA,0-2256
OM890918,NA-NA,NA-NA,0-2259
OM890917,NA-NA,NA-NA,0-2259
OM890916,NA-NA,NA-NA,0-2244
OM890915,NA-NA,NA-NA,0-2244
OM890914,NA-NA,NA-NA,0-2244
OM890913,NA-NA,NA-NA,0-2244
OM890912,NA-NA,NA-NA,0-2244
OM890911,NA-NA,NA-NA,0-2256
OM890910,NA-NA,NA-NA,0-2313
OM890909,NA-NA,NA-NA,0-2313
MT157269,NA-NA,1-371,NA-NA
MT157268,NA-NA,1-384,NA-NA
OK148600,NA-NA,18-3273,4832-6947
MW522993,NA-NA,0-468,NA-NA
MW522992,NA-NA,0-468,NA-NA
MW522991,NA-NA,0-468,NA-NA
MW522990,NA-NA,0-468,NA-NA
OM468883,NA-NA,NA-NA,0-2220
OM468882,NA-NA,NA-NA,0-2220
OM468881,NA-NA,NA-NA,0-2220
OM468880,NA-NA,NA-NA,0-2220
OM468879,NA-NA,NA-NA,0-2220
OM468878,NA-NA,NA-NA,0-2220
OM468877,NA-NA,NA-NA,0-2220
OM468876,NA-NA,NA-NA,0-2220
OM468875,NA-NA,NA-NA,0-2220
OM468874,NA-NA,NA-NA,0-2220
OM468873,NA-NA,NA-NA,0-2220
OM468872,NA-NA,NA-NA,0-2220
OM468871,NA-NA,NA-NA,0-2220
OM468870,NA-NA,NA-NA,0-2220
OM468869,NA-NA,NA-NA,0-2220
OM468868,NA-NA,NA-NA,0-2220
OM468867,NA-NA,NA-NA,0-2220
OM468866,NA-NA,NA-NA,0-2220
OM468865,NA-NA,NA-NA,0-2220
OM468864,NA-NA,NA-NA,0-2220
OM468863,NA-NA,NA-NA,0-2220
OM468862,NA-NA,NA-NA,0-2220
OM468861,NA-NA,NA-NA,0-2220
OM468860,NA-NA,NA-NA,0-2220
OM468859,NA-NA,NA-NA,0-2190
OM468858,NA-NA,NA-NA,0-2190
OM468857,NA-NA,NA-NA,0-2190
OM468856,NA-NA,NA-NA,0-2190
OM468855,NA-NA,NA-NA,0-2190
OM468854,NA-NA,NA-NA,0-2190
OM468853,NA-NA,NA-NA,0-2190
OM468852,NA-NA,NA-NA,0-2190
OM468851,NA-NA,NA-NA,0-2268
OM468850,NA-NA,NA-NA,0-2268
OM468849,NA-NA,NA-NA,0-2268
OM468848,NA-NA,NA-NA,0-2268
OM468847,NA-NA,NA-NA,0-2268
OM468846,NA-NA,NA-NA,0-2268
OM468845,NA-NA,NA-NA,0-2268
OM468844,NA-NA,NA-NA,0-2268
OM468843,NA-NA,NA-NA,0-2268
OM468842,NA-NA,NA-NA,0-2268
OM468841,NA-NA,NA-NA,0-2268
OM468840,NA-NA,NA-NA,0-2268
OM468839,NA-NA,NA-NA,0-2268
OM468838,NA-NA,NA-NA,0-2268
OM468837,NA-NA,NA-NA,0-2268
OM468836,NA-NA,NA-NA,0-2268
OM468835,NA-NA,NA-NA,0-2268
OM468834,NA-NA,NA-NA,0-2268
OM468833,NA-NA,NA-NA,0-2268
OM468832,NA-NA,NA-NA,0-2268
OM468831,NA-NA,NA-NA,0-2268
OM468830,NA-NA,NA-NA,0-2268
OM468829,NA-NA,NA-NA,0-2268
OM468828,NA-NA,NA-NA,0-2268
OM468827,NA-NA,NA-NA,0-2268
OM468826,NA-NA,NA-NA,0-2268
OM468825,NA-NA,NA-NA,0-2268
OM468824,NA-NA,NA-NA,0-2268
OM468823,NA-NA,NA-NA,0-2268
OM468822,NA-NA,NA-NA,0-2268
OM468821,NA-NA,NA-NA,0-2268
OM468820,NA-NA,NA-NA,0-2268
OM468819,NA-NA,NA-NA,0-2268
OM468818,NA-NA,NA-NA,0-2268
OM468817,NA-NA,NA-NA,0-2268
OM468816,NA-NA,NA-NA,0-2268
OM468815,NA-NA,NA-NA,0-2268
OM468814,NA-NA,NA-NA,0-2268
OM468813,NA-NA,NA-NA,0-2196
OM468812,NA-NA,NA-NA,0-2196
OM468811,NA-NA,NA-NA,0-2196
OM468810,NA-NA,NA-NA,0-2196
OM468809,NA-NA,NA-NA,0-2196
OM468808,NA-NA,NA-NA,0-2196
OM468807,NA-NA,NA-NA,0-2196
OM468806,NA-NA,NA-NA,0-2196
OM468805,NA-NA,NA-NA,0-2196
OM468804,NA-NA,NA-NA,0-2196
OM468803,NA-NA,NA-NA,0-2196
OM468802,NA-NA,NA-NA,0-2196
OM468801,NA-NA,NA-NA,0-2196
OM468800,NA-NA,NA-NA,0-2196
OM468799,NA-NA,NA-NA,0-2196
OM468798,NA-NA,NA-NA,0-2196
OM468797,NA-NA,NA-NA,0-2196
OM468796,NA-NA,NA-NA,0-2196
OM468795,NA-NA,NA-NA,0-2196
OM468794,NA-NA,NA-NA,0-2196
OM468793,NA-NA,NA-NA,0-2196
OM468792,NA-NA,NA-NA,0-2196
OM468791,NA-NA,NA-NA,0-2196
OM468790,NA-NA,NA-NA,0-2196
OM468789,NA-NA,NA-NA,0-2196
OM468788,NA-NA,NA-NA,0-2196
OM468787,NA-NA,NA-NA,0-2196
OM468786,NA-NA,NA-NA,0-2196
OM468785,NA-NA,NA-NA,0-2196
OM468784,NA-NA,NA-NA,0-2196
OM468783,NA-NA,NA-NA,0-2196
OM468782,NA-NA,NA-NA,0-2196
OM468781,NA-NA,NA-NA,0-2196
